year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
2020,NEVADA,NV,PERSHING,32027,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,547,2320,20220315,TOTAL
2020,NEVADA,NV,PERSHING,32027,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,15,2320,20220315,TOTAL
2020,NEVADA,NV,PERSHING,32027,US PRESIDENT,OTHER,OTHER,27,2320,20220315,TOTAL
2020,NEVADA,NV,PERSHING,32027,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1731,2320,20220315,TOTAL
2020,NEVADA,NV,STOREY,32029,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,900,2868,20220315,TOTAL
2020,NEVADA,NV,STOREY,32029,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,34,2868,20220315,TOTAL
2020,NEVADA,NV,STOREY,32029,US PRESIDENT,OTHER,OTHER,33,2868,20220315,TOTAL
2020,NEVADA,NV,STOREY,32029,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1901,2868,20220315,TOTAL
2020,NEVADA,NV,WASHOE,32031,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,128052,251956,20220315,TOTAL
2020,NEVADA,NV,WASHOE,32031,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,3524,251956,20220315,TOTAL
2020,NEVADA,NV,WASHOE,32031,US PRESIDENT,OTHER,OTHER,3727,251956,20220315,TOTAL
2020,NEVADA,NV,WASHOE,32031,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,116653,251956,20220315,TOTAL
2020,NEVADA,NV,WHITE PINE,32033,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,856,4363,20220315,TOTAL
2020,NEVADA,NV,WHITE PINE,32033,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,43,4363,20220315,TOTAL
2020,NEVADA,NV,WHITE PINE,32033,US PRESIDENT,OTHER,OTHER,64,4363,20220315,TOTAL
2020,NEVADA,NV,WHITE PINE,32033,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3400,4363,20220315,TOTAL
2020,NEVADA,NV,CARSON CITY,32510,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,12735,29739,20220315,TOTAL
2020,NEVADA,NV,CARSON CITY,32510,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,432,29739,20220315,TOTAL
2020,NEVADA,NV,CARSON CITY,32510,US PRESIDENT,OTHER,OTHER,459,29739,20220315,TOTAL
2020,NEVADA,NV,CARSON CITY,32510,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16113,29739,20220315,TOTAL
