year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
2004,GEORGIA,GA,BIBB,13021,US PRESIDENT,OTHER,OTHER,258,57687,20220315,TOTAL
2004,GEORGIA,GA,BLECKLEY,13023,US PRESIDENT,JOHN KERRY,DEMOCRAT,1281,4467,20220315,TOTAL
2004,GEORGIA,GA,BLECKLEY,13023,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3167,4467,20220315,TOTAL
2004,GEORGIA,GA,BLECKLEY,13023,US PRESIDENT,OTHER,OTHER,19,4467,20220315,TOTAL
2004,GEORGIA,GA,BRANTLEY,13025,US PRESIDENT,JOHN KERRY,DEMOCRAT,1258,5618,20220315,TOTAL
2004,GEORGIA,GA,BRANTLEY,13025,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4333,5618,20220315,TOTAL
2004,GEORGIA,GA,BRANTLEY,13025,US PRESIDENT,OTHER,OTHER,27,5618,20220315,TOTAL
2004,GEORGIA,GA,BROOKS,13027,US PRESIDENT,JOHN KERRY,DEMOCRAT,2193,5113,20220315,TOTAL
2004,GEORGIA,GA,BROOKS,13027,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2912,5113,20220315,TOTAL
2004,GEORGIA,GA,BROOKS,13027,US PRESIDENT,OTHER,OTHER,8,5113,20220315,TOTAL
2004,GEORGIA,GA,BRYAN,13029,US PRESIDENT,JOHN KERRY,DEMOCRAT,2590,9983,20220315,TOTAL
2004,GEORGIA,GA,BRYAN,13029,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7363,9983,20220315,TOTAL
2004,GEORGIA,GA,BRYAN,13029,US PRESIDENT,OTHER,OTHER,30,9983,20220315,TOTAL
2004,GEORGIA,GA,BULLOCH,13031,US PRESIDENT,JOHN KERRY,DEMOCRAT,6840,19171,20220315,TOTAL
2004,GEORGIA,GA,BULLOCH,13031,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12252,19171,20220315,TOTAL
2004,GEORGIA,GA,BULLOCH,13031,US PRESIDENT,OTHER,OTHER,79,19171,20220315,TOTAL
2004,GEORGIA,GA,BURKE,13033,US PRESIDENT,JOHN KERRY,DEMOCRAT,4213,8479,20220315,TOTAL
2004,GEORGIA,GA,BURKE,13033,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4232,8479,20220315,TOTAL
2004,GEORGIA,GA,BURKE,13033,US PRESIDENT,OTHER,OTHER,34,8479,20220315,TOTAL
2004,GEORGIA,GA,BUTTS,13035,US PRESIDENT,JOHN KERRY,DEMOCRAT,2572,7734,20220315,TOTAL
2004,GEORGIA,GA,BUTTS,13035,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5119,7734,20220315,TOTAL
2004,GEORGIA,GA,BUTTS,13035,US PRESIDENT,OTHER,OTHER,43,7734,20220315,TOTAL
2004,GEORGIA,GA,CALHOUN,13037,US PRESIDENT,JOHN KERRY,DEMOCRAT,1119,2019,20220315,TOTAL
2004,GEORGIA,GA,CALHOUN,13037,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,890,2019,20220315,TOTAL
2004,GEORGIA,GA,CALHOUN,13037,US PRESIDENT,OTHER,OTHER,10,2019,20220315,TOTAL
2004,GEORGIA,GA,CAMDEN,13039,US PRESIDENT,JOHN KERRY,DEMOCRAT,4637,14175,20220315,TOTAL
2004,GEORGIA,GA,CAMDEN,13039,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9488,14175,20220315,TOTAL
2004,GEORGIA,GA,CAMDEN,13039,US PRESIDENT,OTHER,OTHER,50,14175,20220315,TOTAL
2004,GEORGIA,GA,CANDLER,13043,US PRESIDENT,JOHN KERRY,DEMOCRAT,1096,3151,20220315,TOTAL
2004,GEORGIA,GA,CANDLER,13043,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2048,3151,20220315,TOTAL
2004,GEORGIA,GA,CANDLER,13043,US PRESIDENT,OTHER,OTHER,7,3151,20220315,TOTAL
2004,GEORGIA,GA,CARROLL,13045,US PRESIDENT,JOHN KERRY,DEMOCRAT,10224,35278,20220315,TOTAL
2004,GEORGIA,GA,CARROLL,13045,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,24837,35278,20220315,TOTAL
2004,GEORGIA,GA,CARROLL,13045,US PRESIDENT,OTHER,OTHER,217,35278,20220315,TOTAL
2004,GEORGIA,GA,CATOOSA,13047,US PRESIDENT,JOHN KERRY,DEMOCRAT,5807,22304,20220315,TOTAL
2004,GEORGIA,GA,CATOOSA,13047,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,16406,22304,20220315,TOTAL
2004,GEORGIA,GA,CATOOSA,13047,US PRESIDENT,OTHER,OTHER,91,22304,20220315,TOTAL
2004,GEORGIA,GA,CHARLTON,13049,US PRESIDENT,JOHN KERRY,DEMOCRAT,1064,3387,20220315,TOTAL
2004,GEORGIA,GA,CHARLTON,13049,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2311,3387,20220315,TOTAL
2004,GEORGIA,GA,CHARLTON,13049,US PRESIDENT,OTHER,OTHER,12,3387,20220315,TOTAL
2004,GEORGIA,GA,CHATHAM,13051,US PRESIDENT,JOHN KERRY,DEMOCRAT,45630,91515,20220315,TOTAL
2004,GEORGIA,GA,CHATHAM,13051,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,45484,91515,20220315,TOTAL
2004,GEORGIA,GA,CHATHAM,13051,US PRESIDENT,OTHER,OTHER,401,91515,20220315,TOTAL
2004,GEORGIA,GA,CHATTAHOOCHEE,13053,US PRESIDENT,JOHN KERRY,DEMOCRAT,773,1688,20220315,TOTAL
2004,GEORGIA,GA,CHATTAHOOCHEE,13053,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,905,1688,20220315,TOTAL
2004,GEORGIA,GA,CHATTAHOOCHEE,13053,US PRESIDENT,OTHER,OTHER,10,1688,20220315,TOTAL
2004,GEORGIA,GA,CHATTOOGA,13055,US PRESIDENT,JOHN KERRY,DEMOCRAT,2809,7847,20220315,TOTAL
2004,GEORGIA,GA,CHATTOOGA,13055,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4992,7847,20220315,TOTAL
2004,GEORGIA,GA,CHATTOOGA,13055,US PRESIDENT,OTHER,OTHER,46,7847,20220315,TOTAL
2004,GEORGIA,GA,CHEROKEE,13057,US PRESIDENT,JOHN KERRY,DEMOCRAT,14824,73587,20220315,TOTAL
2004,GEORGIA,GA,CHEROKEE,13057,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,58238,73587,20220315,TOTAL
2004,GEORGIA,GA,CHEROKEE,13057,US PRESIDENT,OTHER,OTHER,525,73587,20220315,TOTAL
2004,GEORGIA,GA,CLARKE,13059,US PRESIDENT,JOHN KERRY,DEMOCRAT,21718,37235,20220315,TOTAL
2004,GEORGIA,GA,CLARKE,13059,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,15052,37235,20220315,TOTAL
2004,GEORGIA,GA,CLARKE,13059,US PRESIDENT,OTHER,OTHER,465,37235,20220315,TOTAL
2004,GEORGIA,GA,CLAY,13061,US PRESIDENT,JOHN KERRY,DEMOCRAT,798,1309,20220315,TOTAL
2004,GEORGIA,GA,CLAY,13061,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,509,1309,20220315,TOTAL
2004,GEORGIA,GA,CLAY,13061,US PRESIDENT,OTHER,OTHER,2,1309,20220315,TOTAL
2004,GEORGIA,GA,CLAYTON,13063,US PRESIDENT,JOHN KERRY,DEMOCRAT,56113,79546,20220315,TOTAL
2004,GEORGIA,GA,CLAYTON,13063,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,23106,79546,20220315,TOTAL
2004,GEORGIA,GA,CLAYTON,13063,US PRESIDENT,OTHER,OTHER,327,79546,20220315,TOTAL
2004,GEORGIA,GA,CLINCH,13065,US PRESIDENT,JOHN KERRY,DEMOCRAT,750,2265,20220315,TOTAL
2004,GEORGIA,GA,CLINCH,13065,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1501,2265,20220315,TOTAL
2004,GEORGIA,GA,CLINCH,13065,US PRESIDENT,OTHER,OTHER,14,2265,20220315,TOTAL
2004,GEORGIA,GA,COBB,13067,US PRESIDENT,JOHN KERRY,DEMOCRAT,103955,279473,20220315,TOTAL
2004,GEORGIA,GA,COBB,13067,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,173467,279473,20220315,TOTAL
2004,GEORGIA,GA,COBB,13067,US PRESIDENT,OTHER,OTHER,2051,279473,20220315,TOTAL
2004,GEORGIA,GA,COFFEE,13069,US PRESIDENT,JOHN KERRY,DEMOCRAT,3979,12327,20220315,TOTAL
2004,GEORGIA,GA,COFFEE,13069,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8306,12327,20220315,TOTAL
2004,GEORGIA,GA,COFFEE,13069,US PRESIDENT,OTHER,OTHER,42,12327,20220315,TOTAL
2004,GEORGIA,GA,COLQUITT,13071,US PRESIDENT,JOHN KERRY,DEMOCRAT,3378,11730,20220315,TOTAL
2004,GEORGIA,GA,COLQUITT,13071,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8296,11730,20220315,TOTAL
2004,GEORGIA,GA,COLQUITT,13071,US PRESIDENT,OTHER,OTHER,56,11730,20220315,TOTAL
2004,GEORGIA,GA,COLUMBIA,13073,US PRESIDENT,JOHN KERRY,DEMOCRAT,11442,47144,20220315,TOTAL
2004,GEORGIA,GA,COLUMBIA,13073,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,35549,47144,20220315,TOTAL
2004,GEORGIA,GA,COLUMBIA,13073,US PRESIDENT,OTHER,OTHER,153,47144,20220315,TOTAL
2004,GEORGIA,GA,COOK,13075,US PRESIDENT,JOHN KERRY,DEMOCRAT,1733,4816,20220315,TOTAL
2004,GEORGIA,GA,COOK,13075,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3065,4816,20220315,TOTAL
2004,GEORGIA,GA,COOK,13075,US PRESIDENT,OTHER,OTHER,18,4816,20220315,TOTAL
2004,GEORGIA,GA,COWETA,13077,US PRESIDENT,JOHN KERRY,DEMOCRAT,10647,42545,20220315,TOTAL
2004,GEORGIA,GA,COWETA,13077,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,31682,42545,20220315,TOTAL
2004,GEORGIA,GA,COWETA,13077,US PRESIDENT,OTHER,OTHER,216,42545,20220315,TOTAL
2004,GEORGIA,GA,CRAWFORD,13079,US PRESIDENT,JOHN KERRY,DEMOCRAT,1552,4402,20220315,TOTAL
2004,GEORGIA,GA,CRAWFORD,13079,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2830,4402,20220315,TOTAL
2004,GEORGIA,GA,CRAWFORD,13079,US PRESIDENT,OTHER,OTHER,20,4402,20220315,TOTAL
2004,GEORGIA,GA,CRISP,13081,US PRESIDENT,JOHN KERRY,DEMOCRAT,2357,6250,20220315,TOTAL
2004,GEORGIA,GA,CRISP,13081,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3865,6250,20220315,TOTAL
2004,GEORGIA,GA,CRISP,13081,US PRESIDENT,OTHER,OTHER,28,6250,20220315,TOTAL
2004,GEORGIA,GA,DADE,13083,US PRESIDENT,JOHN KERRY,DEMOCRAT,1823,6230,20220315,TOTAL
2004,GEORGIA,GA,DADE,13083,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4368,6230,20220315,TOTAL
2004,GEORGIA,GA,DADE,13083,US PRESIDENT,OTHER,OTHER,39,6230,20220315,TOTAL
2004,GEORGIA,GA,DAWSON,13085,US PRESIDENT,JOHN KERRY,DEMOCRAT,1407,8113,20220315,TOTAL
2004,GEORGIA,GA,DAWSON,13085,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6649,8113,20220315,TOTAL
2004,GEORGIA,GA,DAWSON,13085,US PRESIDENT,OTHER,OTHER,57,8113,20220315,TOTAL
2004,GEORGIA,GA,DECATUR,13087,US PRESIDENT,JOHN KERRY,DEMOCRAT,3577,8951,20220315,TOTAL
2004,GEORGIA,GA,DECATUR,13087,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5348,8951,20220315,TOTAL
2004,GEORGIA,GA,DECATUR,13087,US PRESIDENT,OTHER,OTHER,26,8951,20220315,TOTAL
2004,GEORGIA,GA,DEKALB,13089,US PRESIDENT,JOHN KERRY,DEMOCRAT,200787,276139,20220315,TOTAL
2004,GEORGIA,GA,DEKALB,13089,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,73570,276139,20220315,TOTAL
2004,GEORGIA,GA,DEKALB,13089,US PRESIDENT,OTHER,OTHER,1782,276139,20220315,TOTAL
2004,GEORGIA,GA,DODGE,13091,US PRESIDENT,JOHN KERRY,DEMOCRAT,2384,6995,20220315,TOTAL
2004,GEORGIA,GA,DODGE,13091,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4584,6995,20220315,TOTAL
2004,GEORGIA,GA,DODGE,13091,US PRESIDENT,OTHER,OTHER,27,6995,20220315,TOTAL
2004,GEORGIA,GA,DOOLY,13093,US PRESIDENT,JOHN KERRY,DEMOCRAT,1973,3844,20220315,TOTAL
2004,GEORGIA,GA,DOOLY,13093,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1853,3844,20220315,TOTAL
2004,GEORGIA,GA,DOOLY,13093,US PRESIDENT,OTHER,OTHER,18,3844,20220315,TOTAL
2004,GEORGIA,GA,DOUGHERTY,13095,US PRESIDENT,JOHN KERRY,DEMOCRAT,19805,33647,20220315,TOTAL
2004,GEORGIA,GA,DOUGHERTY,13095,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13711,33647,20220315,TOTAL
2004,GEORGIA,GA,DOUGHERTY,13095,US PRESIDENT,OTHER,OTHER,131,33647,20220315,TOTAL
2004,GEORGIA,GA,DOUGLAS,13097,US PRESIDENT,JOHN KERRY,DEMOCRAT,15997,42065,20220315,TOTAL
2004,GEORGIA,GA,DOUGLAS,13097,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,25846,42065,20220315,TOTAL
2004,GEORGIA,GA,DOUGLAS,13097,US PRESIDENT,OTHER,OTHER,222,42065,20220315,TOTAL
2004,GEORGIA,GA,EARLY,13099,US PRESIDENT,JOHN KERRY,DEMOCRAT,1701,4213,20220315,TOTAL
2004,GEORGIA,GA,EARLY,13099,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2495,4213,20220315,TOTAL
2004,GEORGIA,GA,EARLY,13099,US PRESIDENT,OTHER,OTHER,17,4213,20220315,TOTAL
2004,GEORGIA,GA,ECHOLS,13101,US PRESIDENT,JOHN KERRY,DEMOCRAT,231,991,20220315,TOTAL
2004,GEORGIA,GA,ECHOLS,13101,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,757,991,20220315,TOTAL
2004,GEORGIA,GA,ECHOLS,13101,US PRESIDENT,OTHER,OTHER,3,991,20220315,TOTAL
2004,GEORGIA,GA,EFFINGHAM,13103,US PRESIDENT,JOHN KERRY,DEMOCRAT,3613,16167,20220315,TOTAL
2004,GEORGIA,GA,EFFINGHAM,13103,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12503,16167,20220315,TOTAL
2004,GEORGIA,GA,EFFINGHAM,13103,US PRESIDENT,OTHER,OTHER,51,16167,20220315,TOTAL
2004,GEORGIA,GA,ELBERT,13105,US PRESIDENT,JOHN KERRY,DEMOCRAT,2984,7656,20220315,TOTAL
2004,GEORGIA,GA,ELBERT,13105,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4626,7656,20220315,TOTAL
2004,GEORGIA,GA,ELBERT,13105,US PRESIDENT,OTHER,OTHER,46,7656,20220315,TOTAL
2004,GEORGIA,GA,EMANUEL,13107,US PRESIDENT,JOHN KERRY,DEMOCRAT,2774,7468,20220315,TOTAL
2004,GEORGIA,GA,EMANUEL,13107,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4666,7468,20220315,TOTAL
2004,GEORGIA,GA,EMANUEL,13107,US PRESIDENT,OTHER,OTHER,28,7468,20220315,TOTAL
2004,GEORGIA,GA,EVANS,13109,US PRESIDENT,JOHN KERRY,DEMOCRAT,1213,3514,20220315,TOTAL
2004,GEORGIA,GA,EVANS,13109,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2291,3514,20220315,TOTAL
2004,GEORGIA,GA,EVANS,13109,US PRESIDENT,OTHER,OTHER,10,3514,20220315,TOTAL
2004,GEORGIA,GA,FANNIN,13111,US PRESIDENT,JOHN KERRY,DEMOCRAT,2727,9650,20220315,TOTAL
2004,GEORGIA,GA,FANNIN,13111,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6862,9650,20220315,TOTAL
2004,GEORGIA,GA,FANNIN,13111,US PRESIDENT,OTHER,OTHER,61,9650,20220315,TOTAL
2004,GEORGIA,GA,FAYETTE,13113,US PRESIDENT,JOHN KERRY,DEMOCRAT,14887,52528,20220315,TOTAL
2004,GEORGIA,GA,FAYETTE,13113,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,37346,52528,20220315,TOTAL
2004,GEORGIA,GA,FAYETTE,13113,US PRESIDENT,OTHER,OTHER,295,52528,20220315,TOTAL
2004,GEORGIA,GA,FLOYD,13115,US PRESIDENT,JOHN KERRY,DEMOCRAT,10038,31625,20220315,TOTAL
2004,GEORGIA,GA,FLOYD,13115,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,21400,31625,20220315,TOTAL
2004,GEORGIA,GA,FLOYD,13115,US PRESIDENT,OTHER,OTHER,187,31625,20220315,TOTAL
2004,GEORGIA,GA,FORSYTH,13117,US PRESIDENT,JOHN KERRY,DEMOCRAT,9201,56826,20220315,TOTAL
2004,GEORGIA,GA,FORSYTH,13117,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,47267,56826,20220315,TOTAL
2004,GEORGIA,GA,FORSYTH,13117,US PRESIDENT,OTHER,OTHER,358,56826,20220315,TOTAL
2004,GEORGIA,GA,FRANKLIN,13119,US PRESIDENT,JOHN KERRY,DEMOCRAT,2245,7502,20220315,TOTAL
2004,GEORGIA,GA,FRANKLIN,13119,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5218,7502,20220315,TOTAL
2004,GEORGIA,GA,FRANKLIN,13119,US PRESIDENT,OTHER,OTHER,39,7502,20220315,TOTAL
2004,GEORGIA,GA,FULTON,13121,US PRESIDENT,JOHN KERRY,DEMOCRAT,199436,336024,20220315,TOTAL
2004,GEORGIA,GA,FULTON,13121,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,134372,336024,20220315,TOTAL
2004,GEORGIA,GA,FULTON,13121,US PRESIDENT,OTHER,OTHER,2216,336024,20220315,TOTAL
2004,GEORGIA,GA,GILMER,13123,US PRESIDENT,JOHN KERRY,DEMOCRAT,2510,9998,20220315,TOTAL
2004,GEORGIA,GA,GILMER,13123,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7414,9998,20220315,TOTAL
2004,GEORGIA,GA,GILMER,13123,US PRESIDENT,OTHER,OTHER,74,9998,20220315,TOTAL
2004,GEORGIA,GA,GLASCOCK,13125,US PRESIDENT,JOHN KERRY,DEMOCRAT,250,1269,20220315,TOTAL
2004,GEORGIA,GA,GLASCOCK,13125,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1016,1269,20220315,TOTAL
2004,GEORGIA,GA,GLASCOCK,13125,US PRESIDENT,OTHER,OTHER,3,1269,20220315,TOTAL
2004,GEORGIA,GA,GLYNN,13127,US PRESIDENT,JOHN KERRY,DEMOCRAT,8962,27692,20220315,TOTAL
2004,GEORGIA,GA,GLYNN,13127,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,18608,27692,20220315,TOTAL
2004,GEORGIA,GA,GLYNN,13127,US PRESIDENT,OTHER,OTHER,122,27692,20220315,TOTAL
2004,GEORGIA,GA,GORDON,13129,US PRESIDENT,JOHN KERRY,DEMOCRAT,4028,15775,20220315,TOTAL
2004,GEORGIA,GA,GORDON,13129,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,11671,15775,20220315,TOTAL
2004,GEORGIA,GA,GORDON,13129,US PRESIDENT,OTHER,OTHER,76,15775,20220315,TOTAL
2004,GEORGIA,GA,GRADY,13131,US PRESIDENT,JOHN KERRY,DEMOCRAT,3092,8191,20220315,TOTAL
2004,GEORGIA,GA,GRADY,13131,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5068,8191,20220315,TOTAL
2004,GEORGIA,GA,GRADY,13131,US PRESIDENT,OTHER,OTHER,31,8191,20220315,TOTAL
2004,GEORGIA,GA,GREENE,13133,US PRESIDENT,JOHN KERRY,DEMOCRAT,2774,6872,20220315,TOTAL
2004,GEORGIA,GA,GREENE,13133,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4069,6872,20220315,TOTAL
2004,GEORGIA,GA,GREENE,13133,US PRESIDENT,OTHER,OTHER,29,6872,20220315,TOTAL
2004,GEORGIA,GA,GWINNETT,13135,US PRESIDENT,JOHN KERRY,DEMOCRAT,81708,243917,20220315,TOTAL
2004,GEORGIA,GA,GWINNETT,13135,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,160445,243917,20220315,TOTAL
2004,GEORGIA,GA,GWINNETT,13135,US PRESIDENT,OTHER,OTHER,1764,243917,20220315,TOTAL
2004,GEORGIA,GA,HABERSHAM,13137,US PRESIDENT,JOHN KERRY,DEMOCRAT,2750,13245,20220315,TOTAL
2004,GEORGIA,GA,HABERSHAM,13137,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10434,13245,20220315,TOTAL
2004,GEORGIA,GA,HABERSHAM,13137,US PRESIDENT,OTHER,OTHER,61,13245,20220315,TOTAL
2004,GEORGIA,GA,HALL,13139,US PRESIDENT,JOHN KERRY,DEMOCRAT,10514,49696,20220315,TOTAL
2004,GEORGIA,GA,HALL,13139,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,38883,49696,20220315,TOTAL
2004,GEORGIA,GA,HALL,13139,US PRESIDENT,OTHER,OTHER,299,49696,20220315,TOTAL
2004,GEORGIA,GA,HANCOCK,13141,US PRESIDENT,JOHN KERRY,DEMOCRAT,2715,3550,20220315,TOTAL
2004,GEORGIA,GA,HANCOCK,13141,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,822,3550,20220315,TOTAL
2004,GEORGIA,GA,HANCOCK,13141,US PRESIDENT,OTHER,OTHER,13,3550,20220315,TOTAL
2004,GEORGIA,GA,HARALSON,13143,US PRESIDENT,JOHN KERRY,DEMOCRAT,2434,10193,20220315,TOTAL
2004,GEORGIA,GA,HARALSON,13143,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7703,10193,20220315,TOTAL
2004,GEORGIA,GA,HARALSON,13143,US PRESIDENT,OTHER,OTHER,56,10193,20220315,TOTAL
2004,GEORGIA,GA,HARRIS,13145,US PRESIDENT,JOHN KERRY,DEMOCRAT,3400,12331,20220315,TOTAL
2004,GEORGIA,GA,HARRIS,13145,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8878,12331,20220315,TOTAL
2004,GEORGIA,GA,HARRIS,13145,US PRESIDENT,OTHER,OTHER,53,12331,20220315,TOTAL
2004,GEORGIA,GA,HART,13147,US PRESIDENT,JOHN KERRY,DEMOCRAT,3479,9021,20220315,TOTAL
2004,GEORGIA,GA,HART,13147,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5500,9021,20220315,TOTAL
2004,GEORGIA,GA,HART,13147,US PRESIDENT,OTHER,OTHER,42,9021,20220315,TOTAL
2004,GEORGIA,GA,HEARD,13149,US PRESIDENT,JOHN KERRY,DEMOCRAT,1148,3955,20220315,TOTAL
2004,GEORGIA,GA,HEARD,13149,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2788,3955,20220315,TOTAL
2004,GEORGIA,GA,HEARD,13149,US PRESIDENT,OTHER,OTHER,19,3955,20220315,TOTAL
2004,GEORGIA,GA,HENRY,13151,US PRESIDENT,JOHN KERRY,DEMOCRAT,21096,64153,20220315,TOTAL
2004,GEORGIA,GA,HENRY,13151,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,42759,64153,20220315,TOTAL
2004,GEORGIA,GA,HENRY,13151,US PRESIDENT,OTHER,OTHER,298,64153,20220315,TOTAL
2004,GEORGIA,GA,HOUSTON,13153,US PRESIDENT,JOHN KERRY,DEMOCRAT,15054,45153,20220315,TOTAL
2004,GEORGIA,GA,HOUSTON,13153,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,29862,45153,20220315,TOTAL
2004,GEORGIA,GA,HOUSTON,13153,US PRESIDENT,OTHER,OTHER,237,45153,20220315,TOTAL
2004,GEORGIA,GA,IRWIN,13155,US PRESIDENT,JOHN KERRY,DEMOCRAT,1051,3414,20220315,TOTAL
2004,GEORGIA,GA,IRWIN,13155,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2347,3414,20220315,TOTAL
2004,GEORGIA,GA,IRWIN,13155,US PRESIDENT,OTHER,OTHER,16,3414,20220315,TOTAL
2004,GEORGIA,GA,JACKSON,13157,US PRESIDENT,JOHN KERRY,DEMOCRAT,3468,16170,20220315,TOTAL
2004,GEORGIA,GA,JACKSON,13157,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12611,16170,20220315,TOTAL
2004,GEORGIA,GA,JACKSON,13157,US PRESIDENT,OTHER,OTHER,91,16170,20220315,TOTAL
2004,GEORGIA,GA,JASPER,13159,US PRESIDENT,JOHN KERRY,DEMOCRAT,1558,4740,20220315,TOTAL
2004,GEORGIA,GA,JASPER,13159,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3157,4740,20220315,TOTAL
2004,GEORGIA,GA,JASPER,13159,US PRESIDENT,OTHER,OTHER,25,4740,20220315,TOTAL
2004,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,JOHN KERRY,DEMOCRAT,1277,4844,20220315,TOTAL
2004,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3549,4844,20220315,TOTAL
2004,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,OTHER,OTHER,18,4844,20220315,TOTAL
2004,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,JOHN KERRY,DEMOCRAT,3447,6535,20220315,TOTAL
2004,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3066,6535,20220315,TOTAL
2004,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,OTHER,OTHER,22,6535,20220315,TOTAL
2004,GEORGIA,GA,JENKINS,13165,US PRESIDENT,JOHN KERRY,DEMOCRAT,1494,3403,20220315,TOTAL
2004,GEORGIA,GA,JENKINS,13165,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1898,3403,20220315,TOTAL
2004,GEORGIA,GA,JENKINS,13165,US PRESIDENT,OTHER,OTHER,11,3403,20220315,TOTAL
2004,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,JOHN KERRY,DEMOCRAT,1263,3553,20220315,TOTAL
2004,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2279,3553,20220315,TOTAL
2004,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,OTHER,OTHER,11,3553,20220315,TOTAL
2004,GEORGIA,GA,JONES,13169,US PRESIDENT,JOHN KERRY,DEMOCRAT,3855,10845,20220315,TOTAL
2004,GEORGIA,GA,JONES,13169,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6939,10845,20220315,TOTAL
2004,GEORGIA,GA,JONES,13169,US PRESIDENT,OTHER,OTHER,51,10845,20220315,TOTAL
